Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
French 1,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,183.0,129.0,12.0,12.5,73.1,down,-60.6,8.0,1.0,1.0,1.0,1.0,0.16666,0.416665,1.5708325,10.3,43.761549406910774,Language,NICHE,72,12,24.72,1.4,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ARRT - Radiography,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,15.0,11.0,0.0,0.0,78.6,down,-78.6,1.0,0.0,,,,0.0958325,1.341665,20.69166,56.005,39.76774258373206,Professional/Cert,NICHE,72,12,41.74,20.6,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
NCLEX-RN,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,4.0,1.0,80.0,52.0,50.0,50.0,66.2,down,-16.2,6.0,3.0,2.0,0.0,0.0,0.28333,0.53333,1.5,17.1,44.379479310344834,Professional/Cert,NICHE,72,12,32.06,1.22,Healthy,On Track,['idle_pool'],On Track
Conversational German,2.0,3,2.0,50.0,-7.0,67,True,21.0,False,,21.0,1.0,1.0,2.0,3.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,4.0,6.0,4.0,,,,,,,,0.0,2.0,54.0,37.0,0.0,0.0,68.5,down,-68.5,0.0,0.0,,,,0.17083,0.85,3.437495,5.93333,42.15924856413529,Language,LOW,60,12,6.98,3.27,Healthy,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
NPTE,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,15.0,12.0,50.0,50.0,84.6,down,-34.6,2.0,1.0,,,,0.18333,0.30833,15.141665,22.6,50.83128078817734,Professional/Cert,NICHE,72,12,73.3,14.96,Healthy,On Track,[],On Track
Java,10.0,1,12.0,-89.0,62.0,875,False,8.0,True,['Apr'],8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,284.0,237.0,45.0,45.5,85.0,down,-39.5,11.0,5.0,1.0,0.0,0.0,2.78333,5.95,10.016665,17.776662,41.96695660312357,College,NICHE,72,12,2.99,7.23,Healthy,On Track,['idle_pool'],On Track
Basic Computer Literacy,18.0,3,22.0,-83.0,104.0,573,False,22.0,True,['Apr'],13.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,1.0,5.0,6.0,10.0,,,,,,,,3.0,316.0,242.0,9.0,9.1,79.0,down,-69.9,11.0,1.0,3.0,7.0,4.0,0.374995,5.38333,19.45,25.73333,42.47893338643302,Technology,LOW,60,12,4.78,19.08,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Organic Chemistry 2,3.0,1,4.0,-62.0,13.0,262,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,0.0,1.0,186.0,154.0,0.0,0.0,82.8,down,-82.8,0.0,0.0,0.0,18.0,7.0,0.38333,5.35,24.6,26.08333,44.37094343252179,College,NICHE,72,12,4.88,24.22,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Computer Programming,15.0,1,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,423.0,327.0,35.0,34.8,79.8,down,-45.0,23.0,8.0,1.0,1.0,0.0,0.77083,5.341665,5.67916,18.55833,43.895168606578835,College,NICHE,72,12,3.47,4.91,Healthy,On Track,['idle_pool'],On Track
Creative Writing,81.0,1,97.0,-99.0,560.0,8100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,999.0,712.0,35.0,34.7,73.2,down,-38.5,49.0,17.0,8.0,22.0,4.0,3.03333,5.88333,24.0,26.54833,41.81263374510763,College,NICHE,72,12,4.51,20.97,Healthy,On Track,['idle_pool'],On Track
College Computer Science,11.0,2,13.0,-86.0,66.0,700,False,11.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,6.0,6.0,282.0,217.0,30.0,30.0,78.7,down,-48.7,10.0,3.0,2.0,0.0,0.0,1.841665,4.96666,24.0,75.88333,41.37710880858272,College,LOW,60,12,15.28,22.16,Tail_Risk,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Electrical Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,2.0,74.0,63.0,75.0,75.0,85.7,down,-10.7,4.0,3.0,1.0,0.0,0.0,2.6833325,7.2,19.304165,19.676661,46.90346714614499,College,NICHE,72,12,2.73,16.62,Healthy,On Track,['idle_pool'],On Track
Portuguese,1.0,1,1.0,29.0,-2.0,78,True,9.0,False,,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,1.0,1.0,49.0,34.0,0.0,0.0,72.3,down,-72.3,2.0,0.0,0.0,8.0,0.0,0.0,0.091665,4.241665,8.905,41.427340261153425,Language,NICHE,72,12,97.15,4.24,Healthy,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
General Chemistry 2,4.0,1,5.0,-68.0,19.0,311,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,0.0,2.0,277.0,229.0,0.0,0.0,83.3,down,-83.3,2.0,0.0,0.0,37.0,9.0,0.31666,5.5,24.0,26.65,46.96714520123838,College,NICHE,72,12,4.85,23.68,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Differential Equations,5.0,2,6.0,-69.0,24.0,318,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,1.0,2.0,198.0,163.0,100.0,100.0,82.2,up,17.8,1.0,1.0,0.0,1.0,1.0,2.9,5.28333,11.13333,24.0,48.98420649551201,College,LOW,60,12,4.54,8.23,Healthy,On Track,['idle_pool'],On Track
Spanish 4,12.0,1,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,503.0,396.0,25.0,25.0,79.2,down,-54.2,4.0,1.0,0.0,7.0,3.0,0.21666,0.45,5.366665,9.656666,43.93693044819277,Language,NICHE,72,12,21.46,5.15,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
OTR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,6.0,0.0,0.0,54.5,down,-54.5,1.0,0.0,,,,0.449995,3.2,3.816665,4.43333,47.03151810154525,Professional/Cert,NICHE,72,12,1.39,3.37,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Level American History,11.0,1,13.0,-91.0,70.0,1100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,332.0,240.0,35.0,35.0,74.7,down,-39.7,20.0,7.0,3.0,5.0,4.0,0.279165,0.36666,2.80416,8.674995,47.5848678531255,High School,NICHE,72,12,23.66,2.52,Healthy,On Track,['idle_pool'],On Track
American Sign Language,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,50.0,34.0,17.0,16.7,75.0,down,-58.3,6.0,1.0,2.0,0.0,0.0,0.2916625,0.55833,4.6166625,11.606661,41.795394815340906,Language,NICHE,72,12,20.79,4.33,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Grade 11 Physics,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,210.0,171.0,0.0,0.0,81.4,down,-81.4,0.0,0.0,0.0,7.0,1.0,0.11666,3.66666,12.6,17.173328,44.204595611759615,High School,NICHE,72,12,4.68,12.48,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Latin 1,2.0,1,2.0,-57.0,8.0,233,False,6.0,False,,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,53.0,42.0,100.0,100.0,78.0,up,22.0,3.0,3.0,1.0,3.0,3.0,0.116665,1.01666,3.90833,57.916664,38.469218585622436,Language,NICHE,72,12,56.97,3.79,Healthy,On Track,['idle_pool'],On Track
CPA FAR,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,38.0,0.0,0.0,86.4,down,-86.4,0.0,0.0,0.0,1.0,0.0,0.01666,0.08333,0.287495,0.575,39.59697444608567,Professional/Cert,NICHE,72,12,6.9,0.27,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ACT Reading,5.0,2,6.0,-66.0,23.0,292,False,12.0,True,['Apr'],12.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,4.0,3.0,345.0,296.0,75.0,75.0,86.1,down,-11.1,8.0,6.0,1.0,8.0,3.0,1.13333,9.25,15.83333,61.49666,48.70006651078201,Test Prep,LOW,60,12,6.65,14.7,Tail_Risk,Investigate — Wait Times,['idle_pool'],On Track — High Wait
Math 3,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,346.0,282.0,0.0,0.0,81.5,down,-81.5,0.0,0.0,,,,0.38333,3.71666,25.45,50.659996,48.39283490987521,High School,NICHE,72,12,13.63,25.07,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CogAT,1.0,2,1.0,57.0,-4.0,64,True,11.0,True,['Apr'],11.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,0.0,1.0,127.0,101.0,0.0,0.0,79.5,down,-79.5,0.0,0.0,,,,4.1541625,4.324995,4.4958275,4.598327,56.525010860366706,Test Prep,LOW,60,12,1.06,0.34,Healthy,Investigate — Capacity Available,['new_tutor_stuck'],Under-Used
Middle School Social Studies,33.0,1,40.0,-100.0,230.0,23100,False,1.0,False,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,4.0,894.0,675.0,38.0,38.3,77.6,down,-39.3,47.0,18.0,7.0,1.0,0.0,7.849995,16.23333,24.0,29.28,45.91637272836539,Middle School,NICHE,72,12,1.8,16.15,Crisis,On Track,['idle_pool'],On Track
ACT English,4.0,3,5.0,-36.0,10.0,156,False,18.0,True,['Apr'],17.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,,,,2.0,2.0,414.0,354.0,67.0,66.7,85.9,down,-19.3,9.0,6.0,1.0,16.0,3.0,0.18333,1.01666,3.56666,9.2,48.23988472976402,Test Prep,LOW,60,12,9.05,3.38,Healthy,On Track,['idle_pool'],On Track
VTNE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,5.0,0.0,0.0,100.0,down,-100.0,0.0,0.0,,,,0.041665,1.075,4.2583325,8.143331,64.17410714285714,Professional/Cert,NICHE,72,12,7.58,4.22,Healthy,On Track,['new_tutor_stuck'],On Track
French Immersion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,36.0,0.0,0.0,70.6,down,-70.6,0.0,0.0,0.0,0.0,0.0,0.11666,0.11666,0.14166,0.15666,36.35325604982206,Language,NICHE,72,12,1.34,0.03,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
AP Psychology,9.0,1,11.0,-89.0,56.0,900,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,196.0,155.0,33.0,33.3,81.3,down,-48.0,9.0,3.0,2.0,109.0,16.0,0.224995,0.36666,1.0583275,7.194997,36.94480179034768,AP,NICHE,72,12,19.62,0.83,Healthy,On Track,['idle_pool'],On Track
NCLEX-PN,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,19.0,50.0,50.0,69.2,down,-19.2,2.0,1.0,0.0,0.0,0.0,0.366665,0.55,0.83333,0.95,53.35209739263804,Professional/Cert,NICHE,72,12,1.73,0.47,Healthy,On Track,[],On Track
Earth Science,16.0,1,19.0,-94.0,105.0,1600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,294.0,209.0,25.0,25.0,72.4,down,-47.4,8.0,2.0,1.0,14.0,4.0,0.51666,2.31666,25.95,28.2,47.43440320792079,High School,NICHE,72,12,12.17,25.43,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Mandarin Chinese 2,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,53.0,33.0,33.3,66.7,down,-33.3,3.0,1.0,0.0,0.0,0.0,0.01666,0.01666,0.537495,1.474998,48.8521774713619,Language,NICHE,72,12,88.54,0.52,Healthy,On Track,['idle_pool'],On Track
Microbiology,7.0,1,8.0,-86.0,42.0,700,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,288.0,239.0,60.0,60.0,83.4,down,-23.4,5.0,3.0,2.0,50.0,32.0,0.499995,4.7,14.45833,24.0,42.22069296259843,College,NICHE,72,12,5.11,13.96,Healthy,On Track,['idle_pool'],On Track
Chemistry 2,3.0,2,4.0,-43.0,9.0,175,False,12.0,False,,12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,,,,,,,0.0,1.0,242.0,200.0,0.0,0.0,83.3,down,-83.3,2.0,0.0,0.0,37.0,9.0,0.4625,3.774995,7.37083,20.428333,48.897013365318706,College,LOW,60,12,5.41,6.91,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
COTA,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,3.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,,,,0.86666,1.61666,2.41666,16.896664,64.86451519607843,Other,NICHE,72,12,10.45,1.55,Healthy,On Track,['new_tutor_stuck'],On Track
CPA AUD,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,39.0,36.0,0.0,0.0,92.3,down,-92.3,0.0,0.0,0.0,1.0,0.0,0.01666,0.41666,0.5,0.5,48.1402632,Professional/Cert,NICHE,72,12,1.2,0.48,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Functions,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,155.0,139.0,0.0,0.0,90.3,down,-90.3,1.0,0.0,0.0,0.0,0.0,1.3,1.68333,2.06666,56.61666,48.39512436998854,High School,NICHE,72,12,33.63,0.77,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CFA - Level 1,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,19.0,16.0,0.0,0.0,88.9,down,-88.9,1.0,0.0,,,,0.43333,0.53333,0.875,1.183332,41.78832062043796,Professional/Cert,NICHE,72,12,2.22,0.44,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
CompTIA Security+,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,26.0,16.0,0.0,0.0,64.0,down,-64.0,1.0,0.0,,,,,,,,29.116007598784186,Professional/Cert,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Thermodynamics,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,131.0,113.0,0.0,0.0,86.3,down,-86.3,0.0,0.0,,,,2.93333,3.88333,18.0583275,32.94166,39.928590159045726,College,NICHE,72,12,8.48,15.12,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
FAA,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,8.0,0.0,0.0,47.1,down,-47.1,0.0,0.0,,,,0.10833,0.18333,0.374995,10.84333,45.0830652733119,Other,NICHE,72,12,59.15,0.27,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Music Theory,10.0,1,12.0,-90.0,63.0,1000,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,201.0,130.0,0.0,0.0,66.7,down,-66.7,6.0,0.0,2.0,0.0,0.0,11.6708275,13.96666,13.96666,13.96666,37.922750708342704,Arts & Music,NICHE,72,12,1.0,2.3,Crisis,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Business Statistics,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,144.0,120.0,40.0,40.0,84.9,down,-44.9,5.0,2.0,1.0,143.0,25.0,0.641665,1.81666,15.549995,30.81666,49.910882870514826,College,NICHE,72,12,16.96,14.91,Healthy,On Track,['idle_pool'],On Track
Physical Chemistry,2.0,2,2.0,-21.0,3.0,127,False,11.0,True,['Apr'],11.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,0.0,1.0,80.0,69.0,0.0,0.0,86.2,down,-86.2,0.0,0.0,0.0,0.0,0.0,0.23333,6.95,7.45,30.07,45.868290133607395,College,LOW,60,12,4.33,7.22,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Math 1,5.0,1,6.0,-71.0,25.0,350,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,489.0,407.0,67.0,66.7,83.3,down,-16.7,3.0,2.0,0.0,0.0,0.0,7.266665,13.86666,31.00833,39.43333,46.64615883213013,High School,LOW,60,12,2.84,23.74,Crisis,On Track,['idle_pool'],On Track
Elementary Social Studies,48.0,1,58.0,-98.0,329.0,4800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1213.0,922.0,40.0,39.6,77.5,down,-37.9,48.0,19.0,8.0,4.0,3.0,14.16666,14.16666,19.08333,22.033332,44.46516618451316,Elementary,NICHE,72,12,1.56,4.92,Crisis,On Track,['idle_pool'],On Track
Statistics Graduate Level,2.0,2,2.0,-14.0,2.0,117,False,12.0,True,['Apr'],12.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,,,,,,,2.0,1.0,123.0,105.0,33.0,33.3,86.7,down,-53.3,3.0,1.0,0.0,0.0,0.0,10.93333,25.1,39.26666,47.319998,47.3845768238887,College,LOW,60,12,1.89,28.33,Crisis,On Track,['idle_pool'],On Track
COMLEX,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,15.0,12.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,0.11666,0.11666,0.249995,0.329996,45.97756384615384,Test Prep,NICHE,72,12,2.83,0.13,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
IB Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,97.0,80.0,0.0,0.0,82.5,down,-82.5,0.0,0.0,,,,17.15833,20.9,27.36666,48.66666,47.209243751623795,IB,NICHE,72,12,2.33,10.21,Crisis,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
AP European History,4.0,1,5.0,-64.0,18.0,280,False,10.0,True,['Apr'],10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,1.0,102.0,86.0,100.0,100.0,84.2,up,15.8,1.0,1.0,0.0,3.0,3.0,0.25,0.73333,4.83333,5.61666,46.23241821862348,AP,LOW,60,12,7.66,4.58,Healthy,On Track,['idle_pool'],On Track
AP Physics 2,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,234.0,206.0,0.0,0.0,88.0,down,-88.0,0.0,0.0,0.0,0.0,0.0,1.5999975,6.15,42.124995,59.71666,47.07325403869779,AP,NICHE,72,12,9.71,40.52,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
PRAXIS Speech Language Pathology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,9.0,7.0,0.0,0.0,77.8,down,-77.8,0.0,0.0,,,,0.05,1.95,21.35,23.71666,39.54052465753425,Professional/Cert,NICHE,72,12,12.16,21.3,Healthy,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Hindi,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,65.0,0.0,0.0,80.2,down,-80.2,0.0,0.0,,,,2.86666,24.0,41.36666,41.4,41.36350604594921,Other,NICHE,72,12,1.72,38.5,Crisis,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Genetics,5.0,1,6.0,-80.0,28.0,500,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,101.0,83.0,50.0,50.0,84.2,down,-34.2,6.0,3.0,3.0,114.0,34.0,1.93333,4.43333,20.28333,21.773328,45.21982282538659,College,NICHE,72,12,4.91,18.35,Healthy,On Track,['idle_pool'],On Track
SSAT- Upper Level,7.0,1,8.0,-86.0,42.0,700,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,12.0,2.0,157.0,130.0,75.0,75.0,84.2,down,-9.2,24.0,18.0,2.0,6.0,4.0,3.2,4.174995,5.1374975,14.27,55.11995929765179,Test Prep,NICHE,72,12,3.42,1.94,Healthy,On Track,[],On Track
