Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
ISEE- Primary,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,35.0,0.0,0.0,89.7,down,-89.7,2.0,0.0,,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
GMAT Quantitative Reasoning,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,53.0,50.0,0.0,0.0,94.3,down,-94.3,0.0,0.0,0.65,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
Tableau,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,33.0,0.0,0.0,80.5,down,-80.5,2.0,0.0,42.799999,,Technology,NICHE,72,On Track,['new_tutor_stuck'],On Track
Medical Terminology,12.0,1,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,196.0,146.0,17.0,16.7,78.3,down,-61.6,12.0,2.0,11.6,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Biomedical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,47.0,38.0,100.0,100.0,79.5,up,20.5,3.0,3.0,32.443328,,College,NICHE,72,On Track,[],On Track
Series 10,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,6.0,5.0,0.0,0.0,83.3,down,-83.3,0.0,0.0,,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Analytical Chemistry,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,87.0,75.0,0.0,0.0,86.2,down,-86.2,0.0,0.0,15.844997,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Heat Transfer,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,35.0,0.0,0.0,85.4,down,-85.4,0.0,0.0,40.146664,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Latin 4,1.0,2,1.0,100.0,-7.0,50,True,14.0,True,['Apr'],14.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,,,,,,,0.0,1.0,21.0,19.0,0.0,0.0,90.5,down,-90.5,0.0,0.0,,,Language,LOW,60,Recruit More,['new_tutor_stuck'],True Supply Problem
High School Geography,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,80.0,55.0,25.0,25.0,71.1,down,-46.1,4.0,1.0,8.47333,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
Police Officer Exam,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,16.0,11.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,13.61666,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Series 24,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,3.0,2.0,0.0,0.0,66.7,down,-66.7,0.0,0.0,49.11666,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
High School Government,18.0,1,22.0,-94.0,119.0,1800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,376.0,278.0,53.0,52.9,74.9,down,-22.0,17.0,9.0,,,High School,NICHE,72,On Track,[],On Track
Materials Science,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,34.0,0.0,0.0,82.9,down,-82.9,0.0,0.0,1.141666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Criminal Law,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,56.0,44.0,100.0,100.0,78.2,up,21.8,1.0,1.0,24.0,,College,NICHE,72,On Track,[],On Track
AP Seminar,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,52.0,0.0,0.0,89.7,down,-89.7,0.0,0.0,15.253328,,AP,NICHE,72,On Track,['new_tutor_stuck'],On Track
Biomechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,40.0,32.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,35.19666,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Quantum Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,69.0,57.0,0.0,0.0,82.6,down,-82.6,0.0,0.0,19.0,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
UNITY,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,6.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Kinesiology,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,2.58333,,College,NICHE,72,On Track,[],On Track
International Business,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Nutrition,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,138.0,113.0,0.0,0.0,81.9,down,-81.9,0.0,0.0,64.98333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Data Management,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,98.0,79.0,0.0,0.0,82.3,down,-82.3,2.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
IB Language A: Language and Literature,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,21.0,19.0,0.0,0.0,90.5,down,-90.5,0.0,0.0,336.96666,,IB,NICHE,72,Investigate — Wait Times,"['new_tutor_stuck', 'critical_wait']",On Track — High Wait
Agricultural Science,2.0,1,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,56.0,48.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,65.64333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Real Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,50.0,0.0,0.0,78.1,down,-78.1,0.0,0.0,84.86666,,College,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Operating Systems,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,59.0,48.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,24.0,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Ethics,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,116.0,94.0,0.0,0.0,81.0,down,-81.0,0.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Discrete Structures,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,45.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,121.53333,,College,NICHE,72,Investigate — Wait Times,"['new_tutor_stuck', 'high_wait']",On Track — High Wait
Autodesk Maya,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,7.0,0.0,0.0,58.3,down,-58.3,0.0,0.0,18.36666,,Technology,NICHE,72,On Track,['new_tutor_stuck'],On Track
Supply Chain Management,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,47.0,39.0,0.0,0.0,84.8,down,-84.8,1.0,0.0,12.53333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
IB Business & Management,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,58.0,52.0,67.0,66.7,90.9,down,-24.2,3.0,2.0,68.386664,,IB,NICHE,72,On Track,[],On Track
European History,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,94.0,78.0,0.0,0.0,83.0,down,-83.0,0.0,0.0,48.68333,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
Immunology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,70.0,53.0,0.0,0.0,75.7,down,-75.7,0.0,0.0,3.678329,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Computer Architecture,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,35.0,29.0,0.0,0.0,85.3,down,-85.3,1.0,0.0,25.874997,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Sketchup,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,21.0,15.0,100.0,100.0,68.4,up,31.6,2.0,2.0,88.53333,,Technology,NICHE,72,Investigate — Wait Times,[],On Track — High Wait
High School Level American Literature,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,305.0,249.0,0.0,0.0,81.6,down,-81.6,0.0,0.0,5.5,,High School,NICHE,72,On Track,['new_tutor_stuck'],On Track
Relational Databases,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,111.0,92.0,50.0,50.0,84.8,down,-34.8,6.0,3.0,,,College,NICHE,72,On Track,[],On Track
IB Extended Essay,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,111.0,92.0,50.0,50.0,83.5,down,-33.5,2.0,1.0,21.36666,,IB,NICHE,72,On Track,[],On Track
CISSP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,11.0,6.0,0.0,0.0,60.0,down,-60.0,1.0,0.0,,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Theology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,93.0,71.0,0.0,0.0,76.3,down,-76.3,0.0,0.0,21.14333,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
C,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,109.0,90.0,0.0,0.0,83.3,down,-83.3,1.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
AP Art History,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,65.0,45.0,0.0,0.0,69.2,down,-69.2,0.0,0.0,3.9,,AP,NICHE,72,On Track,['new_tutor_stuck'],On Track
Epidemiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,49.0,40.0,0.0,0.0,81.6,down,-81.6,0.0,0.0,4.36666,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Quantitative Methods,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,81.0,65.0,0.0,0.0,82.3,down,-82.3,2.0,0.0,43.864997,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Cooking,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,119.0,97.0,0.0,0.0,81.5,down,-81.5,0.0,0.0,,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Trumpet,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,10.0,0.0,0.0,71.4,down,-71.4,0.0,0.0,,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
Audio Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,23.0,18.0,0.0,0.0,78.3,down,-78.3,0.0,0.0,41.95,,Arts & Music,NICHE,72,On Track,['new_tutor_stuck'],On Track
Cardiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,40.0,0.0,0.0,83.3,down,-83.3,0.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Drum and Percussion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,25.0,23.0,0.0,0.0,92.0,down,-92.0,0.0,0.0,,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
Numerical Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,27.0,0.0,0.0,96.4,down,-96.4,0.0,0.0,3.55,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
High School Accounting,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,163.0,125.0,33.0,33.3,79.2,down,-45.9,9.0,3.0,1.61666,,High School,NICHE,72,On Track,[],On Track
Evolutionary Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,152.0,127.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,24.0,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Fiction Writing,15.0,1,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,447.0,355.0,0.0,0.0,79.8,down,-79.8,2.0,0.0,,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
College Geography,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,47.0,29.0,0.0,0.0,65.9,down,-65.9,3.0,0.0,16.85,,College,NICHE,72,On Track,['new_tutor_stuck'],On Track
Business Enterprise,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,57.0,49.0,0.0,0.0,86.0,down,-86.0,0.0,0.0,90.6,,Other,NICHE,72,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
TEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,68.0,50.0,0.0,0.0,73.5,down,-73.5,0.0,0.0,,,Professional/Cert,NICHE,72,On Track,['new_tutor_stuck'],On Track
Salesforce,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,15.0,0.0,0.0,53.6,down,-53.6,0.0,0.0,7.17,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
IB Economics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,39.0,0.0,0.0,90.7,down,-90.7,1.0,0.0,,,IB,NICHE,72,On Track,['new_tutor_stuck'],On Track
Newtonian Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,52.0,45.0,0.0,0.0,86.5,down,-86.5,0.0,0.0,,,Other,NICHE,72,On Track,['new_tutor_stuck'],On Track
LSAT Argumentative Writing,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,85.0,64.0,100.0,100.0,74.7,up,25.3,2.0,2.0,,,Test Prep,NICHE,72,On Track,[],On Track
IB Global Politics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,42.0,34.0,100.0,100.0,80.5,up,19.5,1.0,1.0,0.15,,IB,NICHE,72,On Track,[],On Track
IB Environmental Systems and Societies,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,11.0,0.0,0.0,78.6,down,-78.6,0.0,0.0,,,IB,NICHE,72,On Track,['new_tutor_stuck'],On Track
Turkish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,2.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,53.76666,,Language,NICHE,72,On Track,['new_tutor_stuck'],On Track
ACT,8.0,3,10.0,-66.0,37.0,295,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,,,,,,,12.0,13.0,574.0,489.0,61.0,60.9,86.2,down,-25.3,23.0,14.0,34.26333,,Test Prep,LOW,60,On Track,[],On Track
High School English,101.0,1,121.0,-99.0,700.0,10100,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,1.0,1978.0,1391.0,40.0,40.4,72.1,down,-31.7,109.0,44.0,24.0,,High School,NICHE,72,On Track,[],On Track
Calculus 1,28.0,1,34.0,-98.0,193.0,6533,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,19.0,2.0,1165.0,941.0,58.0,58.1,81.4,down,-23.3,31.0,18.0,28.08333,,Other,NICHE,72,On Track,[],On Track
Conversational French,4.0,2,5.0,-39.0,11.0,165,False,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,2.0,0.0,0.0,2.0,3.0,3.0,7.0,,,,,,,3.0,2.0,179.0,139.0,25.0,25.0,78.9,down,-53.9,4.0,1.0,26.0,,Language,LOW,60,On Track,['new_tutor_stuck'],On Track
Korean,2.0,1,2.0,-71.0,10.0,350,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,50.0,41.0,33.0,33.3,85.1,down,-51.8,3.0,1.0,27.6,,Language,NICHE,72,On Track,[],On Track
Pre-Algebra,44.0,1,53.0,-97.0,298.0,3080,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,,,,,,38.0,4.0,2334.0,1875.0,60.0,60.0,81.0,down,-21.0,75.0,45.0,17.37166,,Middle School,LOW,60,On Track,[],On Track
Conversational Italian,2.0,1,2.0,-93.0,13.0,1400,False,1.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,2.0,56.0,45.0,100.0,100.0,79.6,up,20.4,2.0,2.0,24.0,,Language,NICHE,72,On Track,[],On Track
Phonics,72.0,1,86.0,-99.0,501.0,16800,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,0.0,2343.0,1761.0,48.0,47.6,76.2,down,-28.6,82.0,39.0,24.014994,,Elementary,NICHE,72,On Track,[],On Track
GRE,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,127.0,116.0,0.0,0.0,92.1,down,-92.1,1.0,0.0,33.474995,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
College Statistics,4.0,1,5.0,-82.0,23.0,560,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,2.0,5.0,329.0,281.0,40.0,40.0,86.1,down,-46.1,5.0,2.0,24.0,,College,NICHE,72,On Track,[],On Track
TEAS,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,63.0,48.0,0.0,0.0,76.2,down,-76.2,0.0,0.0,24.05,,Test Prep,NICHE,72,On Track,['new_tutor_stuck'],On Track
