Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,Auto_Assignable,Opps_Responded,Assigns,P25_NAT_Hours,Median_NAT_Hours,P75_NAT_Hours,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Median_Goal,Tail_Ratio,IQR_Hours,Wait_State,Primary_Action,Stress_Flags,Problem_Type
Police Officer Exam,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,16.0,11.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,,,,,,,13.61666,62.148354140127395,Professional/Cert,NICHE,72,12,,,Unknown,On Track,['new_tutor_stuck'],On Track
Series 24,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,3.0,2.0,0.0,0.0,66.7,down,-66.7,0.0,0.0,,,,,,,49.11666,51.563586229508196,Professional/Cert,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
High School Government,18.0,1,22.0,-94.0,119.0,1800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,379.0,279.0,53.0,52.9,74.6,down,-21.6,17.0,9.0,2.0,3.0,1.0,,,,,45.62513582659809,High School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Materials Science,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,34.0,0.0,0.0,82.9,down,-82.9,0.0,0.0,,,,,,,1.141666,49.64976339800734,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Criminal Law,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,56.0,44.0,100.0,100.0,78.2,up,21.8,1.0,1.0,,,,,,,24.0,47.08121156363636,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
AP Seminar,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,59.0,53.0,0.0,0.0,89.8,down,-89.8,0.0,0.0,,,,,,,15.41666,48.93841683168317,AP,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Biomechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,40.0,32.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,,,,,,,33.18666,40.54455728900256,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Quantum Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,70.0,58.0,0.0,0.0,82.9,down,-82.9,0.0,0.0,,,,,,,19.0,46.58359073148569,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
UNITY,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,6.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,,,,,,,,38.89635976331361,Other,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Kinesiology,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,,,,,,,2.58333,37.303042747440266,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
International Business,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,,,,,,,42.90289345535219,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Nutrition,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,139.0,114.0,0.0,0.0,82.0,down,-82.0,0.0,0.0,,,,,,,64.98333,42.340517181290124,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Data Management,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,100.0,81.0,0.0,0.0,82.7,down,-82.7,2.0,0.0,,,,,,,,49.38794384858044,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
IB Language A: Language and Literature,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,21.0,19.0,0.0,0.0,90.5,down,-90.5,0.0,0.0,,,,,,,336.96666,49.029919451131434,IB,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'critical_wait']",On Track — High Wait
Agricultural Science,2.0,1,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,59.0,50.0,0.0,0.0,84.7,down,-84.7,0.0,0.0,0.0,2.0,2.0,,,,65.64333,45.94555634730539,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Real Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,50.0,0.0,0.0,78.1,down,-78.1,0.0,0.0,,,,,,,84.86666,53.694472213375796,College,NICHE,72,12,,,Unknown,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
Operating Systems,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,59.0,48.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,,,,,,,24.0,39.49455216110019,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Ethics,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,116.0,94.0,0.0,0.0,81.0,down,-81.0,0.0,0.0,,,,,,,,44.25043610655737,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Discrete Structures,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,51.0,46.0,0.0,0.0,90.2,down,-90.2,0.0,0.0,,,,,,,121.53333,54.06310807962529,College,NICHE,72,12,,,Unknown,Investigate — Wait Times,"['new_tutor_stuck', 'high_wait']",On Track — High Wait
Autodesk Maya,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,7.0,0.0,0.0,58.3,down,-58.3,0.0,0.0,,,,,,,18.36666,38.77126821345708,Technology,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Supply Chain Management,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,47.0,39.0,0.0,0.0,84.8,down,-84.8,1.0,0.0,,,,,,,12.53333,42.10419675587997,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
IB Business & Management,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,57.0,52.0,100.0,100.0,90.9,up,9.1,2.0,2.0,,,,,,,68.386664,38.56777879069767,IB,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
European History,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,95.0,78.0,0.0,0.0,82.1,down,-82.1,0.0,0.0,,,,,,,48.68333,45.93908232246924,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Immunology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,70.0,53.0,0.0,0.0,75.7,down,-75.7,0.0,0.0,,,,,,,3.678329,47.28953504706734,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Computer Architecture,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,35.0,29.0,0.0,0.0,85.3,down,-85.3,1.0,0.0,,,,,,,25.874997,43.15636645041705,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Sketchup,1.0,1,1.0,0.0,0.0,100,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,21.0,15.0,100.0,100.0,68.4,up,31.6,2.0,2.0,,,,,,,88.53333,15.121336813186808,Technology,NICHE,72,12,,,Unknown,Investigate — Wait Times,['idle_pool'],On Track — High Wait
High School Level American Literature,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,307.0,250.0,0.0,0.0,81.4,down,-81.4,0.0,0.0,,,,,,,5.5,49.790120089231884,High School,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Relational Databases,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,112.0,92.0,43.0,42.9,84.8,down,-41.9,7.0,3.0,1.0,0.0,0.0,,,,,39.08726014525647,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
IB Extended Essay,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,91.0,50.0,50.0,83.3,down,-33.3,2.0,1.0,,,,,,,21.36666,47.5923305816135,IB,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
CISSP,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,11.0,6.0,0.0,0.0,60.0,down,-60.0,1.0,0.0,,,,,,,,19.02258566978193,Professional/Cert,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Theology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,92.0,70.0,0.0,0.0,76.1,down,-76.1,0.0,0.0,,,,,,,21.83333,39.037277048346056,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
C,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,110.0,91.0,0.0,0.0,83.5,down,-83.5,1.0,0.0,,,,,,,,38.195779197080284,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
AP Art History,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,45.0,0.0,0.0,70.3,down,-70.3,0.0,0.0,,,,,,,3.9,47.72750596658711,AP,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Epidemiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,49.0,40.0,0.0,0.0,81.6,down,-81.6,0.0,0.0,,,,,,,4.36666,48.43647679144385,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Quantitative Methods,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,82.0,66.0,0.0,0.0,82.5,down,-82.5,2.0,0.0,,,,,,,43.864997,52.81020040844111,College,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
Trumpet,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,10.0,0.0,0.0,71.4,down,-71.4,0.0,0.0,,,,,,,,37.12662249240121,Arts & Music,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Audio Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,23.0,18.0,0.0,0.0,78.3,down,-78.3,0.0,0.0,,,,,,,41.95,45.24765149082569,Arts & Music,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Cardiology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,40.0,0.0,0.0,83.3,down,-83.3,0.0,0.0,,,,,,,,49.14196203473945,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Drum and Percussion,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,25.0,23.0,0.0,0.0,92.0,down,-92.0,0.0,0.0,,,,,,,,27.41158888888889,Other,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Numerical Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,27.0,0.0,0.0,96.4,down,-96.4,0.0,0.0,,,,,,,3.55,43.672881455064186,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Accounting,5.0,1,6.0,-80.0,28.0,500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,167.0,127.0,30.0,30.0,79.0,down,-49.0,10.0,3.0,1.0,0.0,0.0,,,,1.61666,41.970394112609725,High School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Evolutionary Biology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,151.0,126.0,0.0,0.0,83.4,down,-83.4,0.0,0.0,,,,,,,24.0,46.20892705418012,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Fiction Writing,15.0,1,18.0,-93.0,98.0,1500,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,448.0,356.0,0.0,0.0,79.8,down,-79.8,2.0,0.0,0.0,8.0,3.0,,,,,45.75055239791375,College,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
College Geography,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,30.0,0.0,0.0,66.7,down,-66.7,3.0,0.0,,,,,,,16.85,48.31344904310845,College,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Business Enterprise,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,57.0,49.0,0.0,0.0,86.0,down,-86.0,0.0,0.0,,,,,,,90.6,52.85759724702381,Other,NICHE,72,12,,,Unknown,Investigate — Wait Times,['new_tutor_stuck'],On Track — High Wait
TEFL,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,68.0,50.0,0.0,0.0,73.5,down,-73.5,0.0,0.0,0.0,7.0,1.0,,,,,51.37110516260163,Professional/Cert,NICHE,72,12,,,Unknown,On Track,['new_tutor_stuck'],On Track
Salesforce,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,15.0,0.0,0.0,53.6,down,-53.6,0.0,0.0,,,,,,,7.17,41.81647397540983,Other,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
IB Economics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,39.0,0.0,0.0,90.7,down,-90.7,1.0,0.0,,,,,,,,53.19731099616858,IB,NICHE,72,12,,,Unknown,On Track,['new_tutor_stuck'],On Track
Newtonian Mechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,56.0,49.0,0.0,0.0,87.5,down,-87.5,0.0,0.0,,,,,,,,46.41624212849436,Other,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
LSAT Argumentative Writing,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,86.0,64.0,100.0,100.0,73.8,up,26.2,2.0,2.0,1.0,20.0,11.0,,,,,53.50075730530669,Test Prep,NICHE,72,12,,,Unknown,On Track,[],On Track
IB Global Politics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,42.0,34.0,100.0,100.0,80.5,up,19.5,1.0,1.0,,,,,,,0.15,52.79405354777672,IB,NICHE,72,12,,,Unknown,On Track,[],On Track
IB Environmental Systems and Societies,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,14.0,11.0,0.0,0.0,78.6,down,-78.6,0.0,0.0,,,,,,,,46.57739217391304,IB,NICHE,72,12,,,Unknown,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Turkish,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,4.0,2.0,0.0,0.0,50.0,down,-50.0,0.0,0.0,,,,,,,53.76666,19.21641791044776,Language,NICHE,72,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ACT,8.0,3,10.0,-66.0,37.0,295,False,19.0,True,['Apr'],5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,14.0,3.0,0.0,0.0,0.0,1.0,1.0,14.0,,,,,,,12.0,13.0,582.0,494.0,61.0,60.9,85.9,down,-25.0,23.0,14.0,3.0,53.0,16.0,,,,34.886664,47.447231994964,Test Prep,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
High School English,101.0,1,121.0,-99.0,700.0,10100,False,7.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,1.0,1978.0,1390.0,39.0,39.3,72.0,down,-32.8,107.0,42.0,16.0,179.0,27.0,,,,24.0,43.778012797481956,High School,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Calculus 1,28.0,1,34.0,-98.0,193.0,6533,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,19.0,2.0,1172.0,948.0,58.0,58.1,81.5,down,-23.4,31.0,18.0,3.0,139.0,30.0,,,,27.609998,41.72271718638419,Other,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Conversational French,4.0,2,5.0,-39.0,11.0,165,False,17.0,True,['Apr'],10.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,7.0,2.0,0.0,0.0,2.0,3.0,3.0,7.0,,,,,,,3.0,2.0,182.0,141.0,25.0,25.0,78.7,down,-53.7,4.0,1.0,,,,,,,26.0,43.40832001452081,Language,LOW,60,12,,,Unknown,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Korean,2.0,1,2.0,-71.0,10.0,350,False,4.0,True,['Apr'],3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,3.0,1.0,50.0,41.0,33.0,33.3,85.1,down,-51.8,3.0,1.0,,,,,,,27.6,37.79311737317581,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Pre-Algebra,44.0,1,53.0,-97.0,298.0,3080,False,10.0,True,['Apr'],2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,,,,,,,38.0,4.0,2356.0,1887.0,55.0,54.8,81.0,down,-26.3,84.0,46.0,16.0,267.0,40.0,,,,17.37166,43.92651498252792,Middle School,LOW,60,12,,,Unknown,On Track,['idle_pool'],On Track
Conversational Italian,2.0,1,2.0,-93.0,13.0,1400,False,1.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,2.0,55.0,44.0,100.0,100.0,79.2,up,20.8,2.0,2.0,0.0,0.0,0.0,,,,24.0,43.032184815618216,Language,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
Phonics,72.0,1,86.0,-99.0,501.0,16800,False,3.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,0.0,2356.0,1769.0,45.0,45.2,76.2,down,-31.0,84.0,38.0,15.0,90.0,19.0,,,,24.013328,45.17937287620946,Elementary,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
GRE,1.0,1,1.0,-71.0,5.0,350,False,2.0,True,['Apr'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,0.0,1.0,126.0,115.0,0.0,0.0,92.0,down,-92.0,1.0,0.0,0.0,1.0,0.0,,,,33.086662,50.01705803102764,Test Prep,NICHE,72,12,,,Unknown,Reduce Forecast,['new_tutor_stuck'],Over-Supplied
College Statistics,4.0,1,5.0,-82.0,23.0,560,False,5.0,True,['Apr'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,2.0,5.0,331.0,282.0,40.0,40.0,85.9,down,-45.9,5.0,2.0,1.0,199.0,47.0,,,,24.0,47.88833274426943,College,NICHE,72,12,,,Unknown,On Track,['idle_pool'],On Track
