Subject,Run_Rate,Smoothed_Target,Max_Capacity,Gap_Pct,Raw_Gap,Coverage_Pct,Needs_External_Levers,BTS_Total,Is_Adjusted,Adjusted_Months,Original_Model_Total,Apr_Original,May_Original,Jun_Original,Jul_Original,Aug_Original,Sep_Original,Oct_Original,Apr_Smoothed,May_Smoothed,Jun_Smoothed,Jul_Smoothed,Aug_Smoothed,Sep_Smoothed,Oct_Smoothed,Apr_ManualOverride,May_ManualOverride,Jun_ManualOverride,Jul_ManualOverride,Aug_ManualOverride,Sep_ManualOverride,Oct_ManualOverride,Mar_Actual,Mar_Forecast,Total_Contracted,Utilized_30d,Util_Rate,Util_Rate_Current,Util_Rate_Trailing,Util_Trend,Util_Trend_Delta,Util_Recent_Contracted,Util_Recent_Utilized,P90_NAT_Hours,Tutor_Hours_Util_Pct,Category,Tier,P90_Goal,Primary_Action,Stress_Flags,Problem_Type
Enrichment,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,49.0,0.0,0.0,84.5,down,-84.5,0.0,0.0,50.68333,0.4610295485183033,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
MCAT Chemical and Physical Foundations of Biological Systems,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,76.0,64.0,75.0,75.0,84.7,down,-9.7,4.0,3.0,19.24,0.4331162315998863,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
HTML,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,138.0,116.0,25.0,25.0,85.8,down,-60.8,4.0,1.0,,0.4393479609079445,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Roblox,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,37.0,100.0,100.0,83.3,up,16.7,2.0,2.0,71.869994,0.3108428485981309,Technology,NICHE,72,On Track,['idle_pool'],On Track
Legal Writing,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,41.0,0.0,0.0,77.4,down,-77.4,5.0,0.0,23.026666,0.4803865619771863,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ARDMS - RDMS - Obstetrics and Gynecology (OB/GYN),1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,7.0,5.0,0.0,0.0,71.4,down,-71.4,0.0,0.0,0.3,0.6165283485477179,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
College Political Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,94.0,71.0,33.0,33.3,76.9,down,-43.6,3.0,1.0,17.3,0.5200179338993329,College,NICHE,72,On Track,['idle_pool'],On Track
ACT Science,4.0,1,5.0,-75.0,21.0,400,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,326.0,279.0,100.0,100.0,85.5,up,14.5,2.0,2.0,55.789996,0.4834435160876431,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
AP Research,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,132.0,106.0,0.0,0.0,83.5,down,-83.5,5.0,0.0,17.27666,0.4863067663194444,AP,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Microsoft Power BI,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,53.0,44.0,0.0,0.0,86.3,down,-86.3,2.0,0.0,85.833331,0.2840680771484375,Technology,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
LSAT Logical Reasoning,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,98.0,77.0,75.0,75.0,78.7,down,-3.7,4.0,3.0,6.03166,0.5381862951425554,Test Prep,NICHE,72,On Track,['idle_pool'],On Track
C#,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,62.0,55.0,0.0,0.0,88.7,down,-88.7,0.0,0.0,,0.4361006353666895,Other,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Aerospace Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,40.0,32.0,0.0,0.0,82.1,down,-82.1,1.0,0.0,40.71166,0.4439667853915662,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Astronomy,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,45.0,38.0,0.0,0.0,88.4,down,-88.4,2.0,0.0,106.58333,0.4835352046751835,Other,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
MATLAB,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,77.0,56.0,0.0,0.0,72.7,down,-72.7,0.0,0.0,38.686666,0.4239188028792912,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Photography,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,1.0,56.0,39.0,0.0,0.0,69.6,down,-69.6,0.0,0.0,1.05,0.4985181066228276,Arts & Music,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Hebrew,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,17.0,11.0,0.0,0.0,64.7,down,-64.7,0.0,0.0,67.593328,0.4911546168674698,Language,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Electronics,1.0,1,1.0,43.0,-3.0,70,True,10.0,False,,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,0.0,1.0,42.0,36.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,10.101666,0.421696602171767,Other,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
Inorganic Chemistry,2.0,1,2.0,-43.0,6.0,175,False,8.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,78.0,66.0,100.0,100.0,84.2,up,15.8,2.0,2.0,23.33333,0.4762698335545967,College,NICHE,72,On Track,['idle_pool'],On Track
Architecture,2.0,1,2.0,-50.0,7.0,200,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,33.0,25.0,75.0,75.0,75.9,flat,-0.9,4.0,3.0,39.06666,0.3976675894346617,Other,NICHE,72,On Track,['idle_pool'],On Track
CPCE,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,9.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,54.31666,0.5146224507042253,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Civil Procedure,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,28.0,20.0,100.0,100.0,70.4,up,29.6,1.0,1.0,21.87833,0.376015269005848,College,NICHE,72,On Track,['idle_pool'],On Track
Painting,6.0,1,7.0,-83.0,35.0,600,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,134.0,98.0,44.0,44.4,75.2,down,-30.8,9.0,4.0,,0.3945538399280575,Arts & Music,NICHE,72,On Track,['idle_pool'],On Track
Managerial Economics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,44.0,37.0,0.0,0.0,86.0,down,-86.0,1.0,0.0,13.55,0.5728104773869347,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Tagalog,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,22.0,14.0,0.0,0.0,63.6,down,-63.6,0.0,0.0,15.16666,0.3748386084507042,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
German 2,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,48.0,37.0,0.0,0.0,77.1,down,-77.1,0.0,0.0,0.78333,0.4563597662229617,Language,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Linux,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,48.0,0.0,0.0,76.2,down,-76.2,1.0,0.0,4.071663,0.4210625629770992,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Expository Writing,18.0,1,22.0,-94.0,119.0,1800,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,419.0,323.0,42.0,41.7,78.1,down,-36.5,12.0,5.0,15.679996,0.4499006369173728,College,NICHE,72,On Track,['idle_pool'],On Track
Information Technology,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,87.0,66.0,0.0,0.0,75.9,down,-75.9,0.0,0.0,65.1,0.3587203460505105,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Computer Animation,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,33.0,28.0,0.0,0.0,84.8,down,-84.8,0.0,0.0,70.656664,0.3692572741194487,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Software,2.0,2,2.0,7.0,-1.0,93,False,15.0,False,,15.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,,,,,,,,1.0,1.0,74.0,67.0,50.0,50.0,91.7,down,-41.7,2.0,1.0,93.05,0.3745568847392144,College,LOW,60,Investigate — Wait Times,"['idle_pool', 'high_wait']",On Track — High Wait
Software Engineering,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,84.0,73.0,0.0,0.0,86.9,down,-86.9,0.0,0.0,20.036664,0.338981538559592,Other,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
ISEE- Primary,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,35.0,0.0,0.0,89.7,down,-89.7,2.0,0.0,,0.5268801596718208,Test Prep,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
GMAT Quantitative Reasoning,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,53.0,50.0,0.0,0.0,94.3,down,-94.3,0.0,0.0,0.65,0.4409670933792575,Test Prep,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Tableau,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,43.0,33.0,0.0,0.0,80.5,down,-80.5,2.0,0.0,42.799999,0.3476278547641073,Technology,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Medical Terminology,12.0,1,14.0,-92.0,77.0,1200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,196.0,146.0,17.0,16.7,78.3,down,-61.6,12.0,2.0,11.6,0.4223693332246495,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Biomedical Engineering,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,47.0,38.0,100.0,100.0,79.5,up,20.5,3.0,3.0,32.443328,0.3896859781021897,College,NICHE,72,On Track,['idle_pool'],On Track
Series 10,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,6.0,5.0,0.0,0.0,83.3,down,-83.3,0.0,0.0,,0.5707671944444445,Professional/Cert,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Analytical Chemistry,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,87.0,75.0,0.0,0.0,86.2,down,-86.2,0.0,0.0,15.844997,0.4253211022167487,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Heat Transfer,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,35.0,0.0,0.0,85.4,down,-85.4,0.0,0.0,40.146664,0.3928532704811444,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Latin 4,1.0,2,1.0,100.0,-7.0,50,True,14.0,True,['Apr'],14.0,1.0,1.0,0.0,1.0,2.0,4.0,5.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,,,,,,,0.0,1.0,21.0,19.0,0.0,0.0,90.5,down,-90.5,0.0,0.0,,0.5145989784702549,Language,LOW,60,Investigate — Capacity Available,"['idle_pool', 'new_tutor_stuck']",Under-Used
High School Geography,3.0,1,4.0,-67.0,14.0,300,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,80.0,55.0,25.0,25.0,71.1,down,-46.1,4.0,1.0,8.47333,0.4780621551196438,High School,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Police Officer Exam,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,16.0,11.0,0.0,0.0,73.3,down,-73.3,1.0,0.0,13.61666,0.6024416114649681,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Series 24,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,3.0,2.0,0.0,0.0,66.7,down,-66.7,0.0,0.0,49.11666,0.524707931147541,Professional/Cert,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
High School Government,18.0,1,22.0,-94.0,119.0,1800,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,376.0,278.0,53.0,52.9,74.9,down,-22.0,17.0,9.0,,0.4554216337295691,High School,NICHE,72,On Track,['idle_pool'],On Track
Materials Science,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,41.0,34.0,0.0,0.0,82.9,down,-82.9,0.0,0.0,1.141666,0.4912666718668746,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Criminal Law,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,56.0,44.0,100.0,100.0,78.2,up,21.8,1.0,1.0,24.0,0.45993636,College,NICHE,72,On Track,['idle_pool'],On Track
AP Seminar,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,58.0,52.0,0.0,0.0,89.7,down,-89.7,0.0,0.0,15.253328,0.4979781789794364,AP,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Biomechanics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,40.0,32.0,0.0,0.0,80.0,down,-80.0,0.0,0.0,35.19666,0.3992699543568465,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Quantum Physics,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,69.0,57.0,0.0,0.0,82.6,down,-82.6,0.0,0.0,19.0,0.4582430783699059,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
UNITY,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,10.0,6.0,0.0,0.0,60.0,down,-60.0,0.0,0.0,,0.4238165680473373,Other,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Kinesiology,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,50.0,50.0,84.7,down,-34.7,2.0,1.0,2.58333,0.3783523488372093,College,NICHE,72,On Track,['idle_pool'],On Track
International Business,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,61.0,51.0,0.0,0.0,83.6,down,-83.6,0.0,0.0,,0.4403378585690516,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Nutrition,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,138.0,113.0,0.0,0.0,81.9,down,-81.9,0.0,0.0,64.98333,0.4305333243656374,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Data Management,2.0,1,2.0,-50.0,7.0,200,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,98.0,79.0,0.0,0.0,82.3,down,-82.3,2.0,0.0,,0.4982194859462835,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
IB Language A: Language and Literature,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,21.0,19.0,0.0,0.0,90.5,down,-90.5,0.0,0.0,336.96666,0.4862176239924135,IB,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'critical_wait']",On Track — High Wait
Agricultural Science,2.0,1,2.0,-36.0,5.0,156,False,9.0,True,['Apr'],9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,56.0,48.0,0.0,0.0,85.7,down,-85.7,0.0,0.0,65.64333,0.4755815699881375,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Real Analysis,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,64.0,50.0,0.0,0.0,78.1,down,-78.1,0.0,0.0,84.86666,0.5394525833333333,College,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck']",On Track — High Wait
Operating Systems,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,59.0,48.0,0.0,0.0,82.8,down,-82.8,1.0,0.0,24.0,0.415295510805501,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Ethics,4.0,1,5.0,-75.0,21.0,400,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,116.0,94.0,0.0,0.0,81.0,down,-81.0,0.0,0.0,,0.4396476680327868,College,NICHE,72,On Track,"['idle_pool', 'new_tutor_stuck']",On Track
Discrete Structures,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,50.0,45.0,0.0,0.0,90.0,down,-90.0,0.0,0.0,121.53333,0.5443532822014051,College,NICHE,72,Investigate — Wait Times,"['idle_pool', 'new_tutor_stuck', 'high_wait']",On Track — High Wait
Autodesk Maya,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,12.0,7.0,0.0,0.0,58.3,down,-58.3,0.0,0.0,18.36666,0.4021171693735499,Technology,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Supply Chain Management,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,47.0,39.0,0.0,0.0,84.8,down,-84.8,1.0,0.0,12.53333,0.4287336317923763,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
IB Business & Management,3.0,1,4.0,-67.0,14.0,300,False,7.0,True,['Apr'],7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,58.0,52.0,67.0,66.7,90.9,down,-24.2,3.0,2.0,68.386664,0.3879864311627907,IB,NICHE,72,On Track,['idle_pool'],On Track
European History,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,94.0,78.0,0.0,0.0,83.0,down,-83.0,0.0,0.0,48.68333,0.4616792760986066,High School,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Immunology,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,70.0,53.0,0.0,0.0,75.7,down,-75.7,0.0,0.0,3.678329,0.4769461633699633,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
Computer Architecture,1.0,1,1.0,0.0,0.0,100,False,7.0,False,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,35.0,29.0,0.0,0.0,85.3,down,-85.3,1.0,0.0,25.874997,0.4502889165894346,College,NICHE,72,Reduce Forecast,"['idle_pool', 'new_tutor_stuck']",Over-Supplied
